# asm_stride_test  n=24 nd=13824 steps=6000 dt=0.01 ms (T=60 ms) stride=1 (Sys2/Sys3 every 0.01 ms) win=16/64 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s2_v0,s2_v1,s2_v2,s2_v3,s3_v0,s3_v1,s3_v2,s3_v3
47,0.4700,7,4,3,3,50,45,0,1,58,49,40,40
48,0.4800,7,4,4,4,50,45,0,1,58,49,0,0
49,0.4900,7,4,4,4,50,45,0,1,58,49,0,0
50,0.5000,7,4,0,4,51,45,1,1,58,49,1,1
51,0.5100,7,4,3,3,51,46,43,43,58,52,46,46
52,0.5200,7,4,3,3,51,46,1,1,58,52,0,0
53,0.5300,7,4,3,3,51,46,1,1,58,52,0,0
54,0.5400,7,4,3,3,51,46,0,0,58,52,0,0
55,0.5500,7,4,3,3,51,46,38,38,58,52,35,30
56,0.5600,7,4,4,4,51,47,2,3,58,52,37,36
57,0.5700,7,4,4,4,47,47,0,0,58,52,37,37
58,0.5800,7,4,4,4,51,47,1,1,58,51,38,37
59,0.5900,7,4,3,4,51,47,0,0,58,51,38,38
60,0.6000,7,4,2,3,51,47,0,0,58,51,37,38
61,0.6100,7,4,2,3,52,47,0,0,58,51,37,38
62,0.6200,7,4,0,3,52,47,0,0,58,51,35,37
63,0.6300,7,4,3,3,52,47,0,0,58,51,32,0
64,0.6400,7,4,3,3,52,47,0,0,58,51,27,0
65,0.6500,7,4,2,3,52,47,0,0,58,51,11,0
66,0.6600,7,4,0,3,52,47,0,0,58,51,0,36
67,0.6700,7,4,0,3,52,47,0,0,58,51,0,36
68,0.6800,7,4,3,3,52,47,45,45,58,51,37,35
69,0.6900,7,4,4,4,52,47,46,45,58,51,39,39
70,0.7000,7,4,4,4,53,47,1,1,58,51,31,27
71,0.7100,7,4,3,4,53,47,36,36,58,51,39,37
72,0.7200,7,4,3,3,53,48,1,1,58,51,33,27
73,0.7300,7,4,4,3,53,48,0,0,58,51,28,11
74,0.7400,7,4,3,3,54,48,1,1,59,51,26,9
75,0.7500,7,4,4,4,54,48,45,45,59,51,36,32
76,0.7600,7,4,4,4,54,48,1,1,59,51,37,33
77,0.7700,7,4,4,4,55,48,1,1,59,51,37,33
78,0.7800,7,4,4,4,55,48,0,0,59,51,37,33
79,0.7900,7,4,3,4,55,48,0,0,59,51,37,34
80,0.8000,7,4,3,4,55,48,1,1,59,51,4,34
81,0.8100,7,4,3,4,55,48,1,1,59,51,36,34
82,0.8200,7,4,3,4,55,48,1,1,59,51,34,34
83,0.8300,7,4,3,3,55,48,1,1,59,51,30,34
84,0.8400,7,4,3,3,55,47,1,1,59,51,4,33
85,0.8500,7,4,4,4,55,48,46,47,59,51,38,36
86,0.8600,7,4,4,4,55,48,43,44,59,51,39,38
87,0.8700,7,4,4,4,55,48,0,0,59,51,30,35
88,0.8800,7,4,3,4,55,48,0,0,59,51,28,33
89,0.8900,7,4,3,4,56,48,1,0,59,51,18,29
90,0.9000,7,4,3,3,56,48,0,0,59,50,34,28
91,0.9100,7,4,3,3,56,48,40,37,59,50,32,31
92,0.9200,7,4,3,3,56,48,1,1,59,50,34,33
93,0.9300,7,4,4,4,56,48,0,0,59,50,34,33
94,0.9400,7,4,4,4,56,48,0,0,59,50,34,34
95,0.9500,7,4,4,4,56,48,0,0,59,50,34,34
96,0.9600,7,4,2,4,56,48,0,0,59,50,33,34
97,0.9700,7,4,2,4,56,48,0,0,59,50,33,34
98,0.9800,7,4,2,4,56,48,0,0,59,50,33,34
99,0.9900,7,4,4,4,56,48,45,45,59,50,33,34
100,1.0000,7,4,4,4,56,48,0,0,59,50,25,34
101,1.0100,7,4,4,4,56,48,46,40,59,51,45,41
102,1.0200,7,4,4,4,56,48,0,0,59,51,38,33
103,1.0300,7,4,3,4,57,48,45,44,59,51,35,34
104,1.0400,7,4,4,4,57,48,45,44,59,51,39,35
105,1.0500,7,4,4,4,57,49,5,5,59,50,33,34
106,1.0600,7,4,4,4,57,49,0,0,59,50,35,34
107,1.0700,7,4,3,4,57,49,0,0,59,50,35,34
108,1.0800,7,4,3,4,57,49,0,0,59,50,34,33
109,1.0900,7,4,3,4,57,49,0,0,59,50,34,33
110,1.1000,7,4,3,4,57,49,42,41,59,50,35,33
111,1.1100,7,4,4,4,57,49,1,1,59,50,37,32
112,1.1200,7,4,4,4,57,49,37,37,59,50,37,39
113,1.1300,7,4,4,4,57,49,0,0,59,51,40,43
114,1.1400,7,4,4,4,57,49,44,44,59,51,36,34
115,1.1500,7,4,4,4,57,49,46,46,59,51,36,32
116,1.1600,7,4,4,4,57,49,46,45,59,51,40,34
117,1.1700,7,4,4,4,58,49,1,0,59,51,33,34
118,1.1800,7,4,3,4,58,49,1,1,59,51,32,35
119,1.1900,7,4,3,4,58,49,1,1,59,51,31,35
120,1.2000,7,4,3,4,58,49,1,1,59,51,31,35
121,1.2100,7,4,3,4,58,49,44,44,59,51,34,34
122,1.2200,7,4,4,4,58,49,46,46,59,51,37,36
123,1.2300,7,4,4,4,58,49,42,41,59,51,37,37
124,1.2400,7,4,4,4,58,49,0,0,59,51,38,38
125,1.2500,7,4,4,4,58,49,47,47,59,51,37,39
126,1.2600,7,4,4,4,58,49,0,0,59,51,34,31
127,1.2700,7,4,4,4,58,49,0,0,59,51,34,27
128,1.2800,7,4,4,4,58,49,0,0,59,51,34,30
129,1.2900,7,4,3,4,58,49,2,0,59,51,33,32
130,1.3000,7,4,3,4,58,49,2,0,59,51,19,32
131,1.3100,7,4,3,3,58,49,37,37,59,51,28,32
132,1.3200,7,4,4,4,58,49,1,1,59,50,23,33
133,1.3300,7,4,4,4,58,49,0,0,59,50,34,33
134,1.3400,7,4,4,4,58,49,41,41,59,50,35,37
135,1.3500,7,4,4,4,58,49,1,1,59,50,35,37
136,1.3600,7,4,4,4,59,49,46,46,59,50,34,37
137,1.3700,7,4,4,4,59,49,45,45,59,50,36,38
138,1.3800,7,4,4,4,59,49,0,0,59,50,36,38
139,1.3900,7,4,3,4,59,49,0,0,59,50,36,33
140,1.4000,7,4,3,4,59,49,0,0,59,50,36,32
141,1.4100,7,4,3,4,59,49,0,0,59,50,35,22
142,1.4200,7,4,3,4,59,49,38,39,59,50,42,39
143,1.4300,7,4,4,4,59,49,0,0,59,51,33,33
144,1.4400,7,4,4,4,59,49,43,44,59,50,36,28
145,1.4500,7,4,4,4,59,49,46,46,59,50,37,31
146,1.4600,7,4,4,4,59,49,47,47,59,50,37,26
147,1.4700,7,4,4,4,59,49,35,36,59,50,39,29
148,1.4800,7,4,4,4,59,49,0,0,59,50,39,31
149,1.4900,7,4,4,4,59,49,43,43,59,50,39,29
150,1.5000,7,4,4,4,59,49,0,0,59,50,31,32
151,1.5100,7,4,4,4,59,49,45,45,59,50,43,42
152,1.5200,7,4,4,4,59,49,46,46,59,50,34,34
153,1.5300,7,4,4,4,59,49,37,40,59,50,37,37
154,1.5400,7,4,4,4,59,49,44,43,59,50,38,37
155,1.5500,7,4,4,4,59,49,35,35,59,50,38,37
156,1.5600,7,4,4,4,59,49,44,44,59,50,37,33
157,1.5700,7,4,4,4,59,49,42,42,59,50,38,33
158,1.5800,7,4,4,4,59,49,45,45,59,50,38,35
159,1.5900,7,4,4,4,59,49,43,43,59,51,41,39
160,1.6000,7,4,4,4,59,49,47,47,59,51,31,36
161,1.6100,7,4,4,4,59,49,43,43,59,50,34,32
162,1.6200,7,4,4,4,59,49,0,0,59,50,34,34
163,1.6300,7,4,4,4,59,49,0,0,59,50,32,34
164,1.6400,7,4,3,4,59,49,0,0,59,50,33,34
165,1.6500,7,4,4,4,59,49,45,45,59,50,33,33
166,1.6600,7,4,4,4,59,49,43,42,59,50,39,32
167,1.6700,7,4,4,4,59,49,44,44,59,50,36,34
168,1.6800,7,4,4,4,59,49,44,43,59,50,30,36
169,1.6900,7,4,4,4,59,49,46,46,59,50,36,37
170,1.7000,7,4,4,4,59,49,46,46,59,50,37,37
171,1.7100,7,4,4,4,59,49,35,33,59,50,38,37
172,1.7200,7,4,4,4,59,49,18,32,59,50,39,39
173,1.7300,7,4,4,4,59,49,45,45,59,50,34,35
174,1.7400,7,4,4,4,59,49,7,11,59,49,35,25
175,1.7500,7,4,4,4,59,49,46,45,59,49,34,32
176,1.7600,7,4,4,4,59,49,45,45,59,49,34,34
177,1.7700,7,4,4,4,59,49,46,46,59,49,35,36
178,1.7800,7,4,4,4,59,49,33,33,59,49,35,37
179,1.7900,7,4,4,4,59,49,28,28,59,49,35,37
180,1.8000,7,4,3,4,59,49,26,26,59,49,29,38
181,1.8100,7,4,4,4,59,49,42,42,59,50,42,39
182,1.8200,7,4,4,4,59,49,45,45,59,50,35,36
183,1.8300,7,4,4,4,59,49,46,46,59,50,37,36
184,1.8400,7,4,4,4,59,49,37,36,59,50,38,35
185,1.8500,7,4,4,4,59,49,45,45,59,50,37,34
186,1.8600,7,4,4,4,60,49,44,43,59,50,35,22
187,1.8700,7,4,4,4,60,49,45,45,59,50,37,32
188,1.8800,7,4,4,4,60,49,40,40,59,50,38,33
189,1.8900,7,4,4,4,60,49,46,47,59,50,38,35
190,1.9000,7,4,4,4,60,49,44,44,59,50,35,36
191,1.9100,7,4,4,4,60,49,39,38,59,50,35,37
192,1.9200,7,4,3,4,60,49,32,45,59,50,36,37
193,1.9300,7,4,4,4,60,49,43,43,59,50,36,37
194,1.9400,7,4,4,4,60,49,12,15,59,50,36,38
195,1.9500,7,4,4,4,60,49,45,45,59,50,37,38
196,1.9600,7,4,4,4,60,49,45,45,59,50,37,38
197,1.9700,7,4,4,4,60,49,44,43,59,50,37,36
198,1.9800,7,4,4,4,60,49,27,22,59,49,35,35
199,1.9900,7,4,4,4,60,49,44,44,59,50,35,35
200,2.0000,7,4,4,4,60,49,17,13,59,49,35,35
201,2.0100,7,4,4,4,60,49,44,44,59,49,45,43
202,2.0200,7,4,4,4,60,49,44,44,59,49,38,35
203,2.0300,7,4,4,4,60,49,46,46,59,49,38,34
204,2.0400,7,4,4,4,60,49,45,45,59,49,36,33
205,2.0500,7,4,4,4,60,49,46,46,59,49,36,34
206,2.0600,7,4,4,4,60,49,45,45,59,49,37,33
207,2.0700,7,4,4,4,60,49,42,42,59,50,40,39
208,2.0800,7,4,4,4,60,49,45,45,59,50,35,33
209,2.0900,7,4,4,4,60,49,43,43,59,50,36,26
210,2.1000,7,4,4,4,60,49,42,41,59,50,36,31
211,2.1100,7,4,4,4,60,49,46,46,59,50,32,33
212,2.1200,7,4,4,4,60,49,47,47,59,49,38,36
213,2.1300,7,4,4,4,60,49,41,41,59,49,41,40
214,2.1400,7,4,4,4,60,49,47,47,59,49,32,23
215,2.1500,7,4,4,4,60,49,45,45,59,49,35,35
216,2.1600,7,4,4,4,60,49,44,44,59,49,34,35
217,2.1700,7,4,4,4,60,49,44,44,59,49,31,33
218,2.1800,7,4,4,4,60,49,46,46,59,49,37,35
219,2.1900,7,4,4,4,60,49,44,44,59,49,38,35
220,2.2000,7,4,4,4,60,49,43,43,59,49,38,36
221,2.2100,7,4,4,4,60,49,43,44,59,49,39,36
222,2.2200,7,4,4,4,60,49,46,46,59,49,37,37
223,2.2300,7,4,4,4,60,49,39,39,59,49,38,38
224,2.2400,7,4,4,4,60,49,39,40,59,49,37,39
225,2.2500,7,4,4,4,60,49,47,46,59,50,39,39
226,2.2600,7,4,4,4,60,49,45,45,59,49,37,37
227,2.2700,7,4,4,4,60,49,45,45,59,49,38,36
228,2.2800,7,4,4,4,60,49,45,45,59,49,37,35
229,2.2900,7,4,4,4,60,49,45,45,59,49,38,34
230,2.3000,7,4,4,4,60,49,31,34,59,49,38,34
231,2.3100,7,4,4,4,60,49,46,46,59,49,38,30
232,2.3200,7,4,4,4,60,49,45,45,59,49,38,34
233,2.3300,7,4,4,4,60,49,44,44,59,49,38,35
234,2.3400,7,4,4,4,60,49,46,46,60,49,39,35
235,2.3500,7,4,4,4,60,49,45,45,60,49,37,37
236,2.3600,7,4,4,4,61,49,46,46,60,49,37,38
237,2.3700,7,4,4,4,61,49,45,45,60,49,37,38
238,2.3800,7,4,4,4,61,49,39,37,60,49,37,39
239,2.3900,7,4,4,4,61,49,45,45,60,49,37,34
240,2.4000,7,4,4,4,61,49,0,6,60,49,37,34
241,2.4100,7,4,4,4,61,49,45,45,60,49,36,33
242,2.4200,7,4,4,4,61,49,46,46,60,49,38,38
243,2.4300,7,4,4,4,61,49,45,45,60,49,35,40
244,2.4400,7,4,4,4,61,49,43,43,60,49,31,36
245,2.4500,7,4,4,4,61,49,45,45,60,49,33,34
246,2.4600,7,4,4,4,61,49,45,45,60,49,35,24
247,2.4700,7,4,4,4,61,49,6,8,60,49,36,31
248,2.4800,7,4,4,4,61,49,45,45,60,49,36,32
249,2.4900,7,4,4,4,61,49,45,45,60,49,37,36
250,2.5000,7,4,4,4,61,49,40,40,60,49,37,37
251,2.5100,7,4,4,4,61,49,46,46,60,49,45,45
252,2.5200,7,4,4,4,61,49,47,47,60,49,39,37
253,2.5300,7,4,4,4,61,49,45,45,60,49,38,37
254,2.5400,7,4,4,4,61,49,46,46,60,49,37,37
255,2.5500,7,4,4,4,61,49,46,46,60,49,38,38
256,2.5600,7,4,4,4,61,49,46,46,60,49,40,42
257,2.5700,7,4,4,4,61,49,47,47,60,49,32,34
258,2.5800,7,4,4,4,61,49,45,45,60,49,35,31
259,2.5900,7,4,4,4,61,49,44,44,60,49,39,39
260,2.6000,7,4,4,4,61,49,47,47,60,48,38,34
261,2.6100,7,4,4,4,61,49,45,45,60,48,37,34
262,2.6200,7,4,4,4,61,49,42,42,60,48,37,34
263,2.6300,7,4,4,4,61,49,45,45,60,48,37,34
264,2.6400,7,4,4,4,61,49,38,38,60,48,37,35
265,2.6500,7,4,4,4,61,49,45,45,60,48,37,34
266,2.6600,7,4,4,4,61,49,45,45,60,48,36,35
267,2.6700,7,4,4,4,61,49,46,46,60,48,39,37
268,2.6800,7,4,4,4,61,49,45,45,60,48,36,37
269,2.6900,7,4,4,4,61,49,44,44,60,48,35,37
270,2.7000,7,4,4,4,61,49,46,46,60,49,38,40
271,2.7100,7,4,4,4,61,49,45,45,60,49,37,35
272,2.7200,7,4,4,4,61,49,41,41,60,49,37,34
273,2.7300,7,4,4,4,61,49,46,46,60,49,35,20
274,2.7400,7,4,4,4,61,49,45,46,60,49,35,28
275,2.7500,7,4,4,4,61,49,46,46,60,49,36,34
276,2.7600,7,4,4,4,61,49,46,46,60,49,36,35
277,2.7700,7,4,4,4,61,49,45,45,60,49,36,35
278,2.7800,7,4,4,4,61,49,46,46,60,49,36,36
279,2.7900,7,4,4,4,61,49,43,43,60,49,38,36
280,2.8000,7,4,4,4,61,49,45,45,60,49,31,37
281,2.8100,7,4,4,4,61,49,41,41,60,48,40,34
282,2.8200,7,4,4,4,61,49,44,44,60,48,30,36
283,2.8300,7,4,4,4,61,49,45,45,60,48,33,36
284,2.8400,7,4,4,4,61,49,40,40,60,48,38,40
285,2.8500,7,4,4,4,61,49,45,45,60,48,34,37
286,2.8600,7,4,4,4,61,49,45,45,60,48,35,36
287,2.8700,7,4,4,4,61,49,45,46,60,48,34,37
288,2.8800,7,4,4,4,61,49,44,44,60,48,36,37
289,2.8900,7,4,4,4,61,49,46,47,60,48,34,35
290,2.9000,7,4,4,4,61,49,45,45,60,48,36,35
291,2.9100,7,4,4,4,61,49,46,46,60,48,37,37
292,2.9200,7,4,4,4,61,49,45,45,60,48,37,37
293,2.9300,7,4,4,4,61,49,45,45,60,48,38,39
294,2.9400,7,4,4,4,61,49,42,42,60,48,36,36
295,2.9500,7,4,4,4,61,49,45,45,60,48,35,36
296,2.9600,7,4,4,4,61,49,46,46,60,48,35,35
297,2.9700,7,4,4,4,61,49,46,46,60,48,34,34
298,2.9800,7,4,4,4,61,49,43,43,60,48,33,35
299,2.9900,7,4,4,4,61,49,28,28,60,48,34,35
300,3.0000,7,4,4,4,61,49,44,45,60,48,36,36
301,3.0100,7,4,4,4,61,49,45,45,60,48,42,42
302,3.0200,7,4,4,4,61,49,45,45,60,48,36,36
303,3.0300,7,4,4,4,61,49,45,46,60,48,28,32
304,3.0400,7,4,4,4,61,49,46,46,60,48,33,21
305,3.0500,7,4,4,4,61,49,45,45,60,48,39,39
306,3.0600,7,4,4,4,61,49,46,46,60,48,35,37
307,3.0700,7,4,4,4,61,49,43,43,60,48,39,39
308,3.0800,7,4,4,4,61,49,46,46,60,47,34,39
309,3.0900,7,4,4,4,61,49,45,45,60,47,36,35
310,3.1000,7,4,4,4,61,49,46,46,60,47,34,24
311,3.1100,7,4,4,4,61,49,43,44,60,47,35,35
312,3.1200,7,4,4,4,61,49,46,46,60,47,35,34
313,3.1300,7,4,4,4,61,49,45,45,60,47,38,38
314,3.1400,7,4,4,4,61,49,47,47,60,47,26,38
315,3.1500,7,4,4,4,61,49,44,44,60,47,31,34
316,3.1600,7,4,4,4,62,49,45,45,60,47,33,34
317,3.1700,7,4,4,4,62,49,45,45,60,47,39,39
318,3.1800,7,4,4,4,62,49,45,46,60,48,34,35
319,3.1900,7,4,4,4,62,49,45,45,60,48,33,35
320,3.2000,7,4,4,4,62,49,45,45,60,48,34,33
321,3.2100,7,4,4,4,62,49,45,45,60,48,40,40
322,3.2200,7,4,4,4,62,49,45,45,60,48,36,36
323,3.2300,7,4,4,4,62,49,45,45,60,48,35,35
324,3.2400,7,4,4,4,62,49,46,46,60,47,38,38
325,3.2500,7,4,4,4,62,49,46,46,60,47,40,39
326,3.2600,7,4,4,4,62,49,45,45,60,47,34,35
327,3.2700,7,4,4,4,62,49,45,45,60,47,35,35
328,3.2800,7,4,4,4,62,49,46,46,60,47,35,35
329,3.2900,7,4,4,4,62,49,45,45,60,47,36,36
330,3.3000,7,4,4,4,62,49,44,44,60,47,36,36
331,3.3100,7,4,4,4,62,49,45,45,60,47,37,37
332,3.3200,7,4,4,4,62,49,45,45,60,47,37,37
333,3.3300,7,4,4,4,62,49,45,45,60,47,38,37
334,3.3400,7,4,4,4,62,49,46,46,60,47,32,38
335,3.3500,7,4,4,4,62,49,44,44,60,47,32,38
336,3.3600,7,4,4,4,62,49,46,46,60,47,34,36
337,3.3700,7,5,4,4,62,49,45,45,60,47,35,37
338,3.3800,7,5,4,4,62,49,45,45,60,47,34,37
339,3.3900,7,4,4,4,62,49,46,46,60,47,34,36
340,3.4000,7,4,4,4,62,49,43,43,60,47,35,36
341,3.4100,7,4,4,4,62,49,44,44,60,47,36,36
342,3.4200,7,4,4,4,62,49,46,46,60,47,35,35
343,3.4300,7,5,4,4,62,49,46,45,60,47,34,34
344,3.4400,7,5,4,4,62,49,44,44,60,47,35,34
345,3.4500,7,5,4,4,62,49,45,45,60,47,37,35
346,3.4600,7,5,4,4,62,49,43,43,60,47,37,30
347,3.4700,7,5,4,4,62,49,45,44,60,47,37,32
348,3.4800,7,5,4,4,62,49,44,44,60,47,33,37
349,3.4900,7,5,4,4,62,49,46,46,60,47,34,37
350,3.5000,7,5,4,4,62,49,44,44,60,47,34,38
351,3.5100,7,5,4,4,62,49,45,45,60,46,40,41
352,3.5200,7,5,4,4,62,49,46,46,60,46,34,33
353,3.5300,7,5,4,4,62,49,45,45,60,46,33,34
354,3.5400,7,5,4,4,62,49,46,46,60,47,37,39
355,3.5500,7,5,4,4,62,49,46,46,60,47,37,39
356,3.5600,7,5,4,4,62,49,46,46,60,47,39,39
357,3.5700,7,5,4,4,62,49,46,46,60,47,34,38
358,3.5800,7,5,4,4,62,49,46,46,60,46,36,38
359,3.5900,7,5,4,4,62,49,44,44,60,46,36,36
360,3.6000,7,5,4,4,62,49,46,46,60,46,32,33
361,3.6100,7,5,4,4,62,49,46,46,60,47,37,36
362,3.6200,7,5,4,4,62,49,44,44,60,47,37,39
363,3.6300,7,5,4,4,62,49,45,45,60,47,35,37
364,3.6400,7,5,4,4,62,49,45,45,60,47,35,37
365,3.6500,7,5,4,4,62,49,45,45,60,47,39,39
366,3.6600,7,5,4,4,62,49,45,45,60,47,34,38
367,3.6700,7,5,4,4,62,49,46,46,60,47,34,34
368,3.6800,7,5,4,4,62,49,46,46,60,47,35,35
369,3.6900,7,5,4,4,62,49,45,45,60,47,37,36
370,3.7000,7,5,4,4,62,49,45,45,60,47,38,36
371,3.7100,7,5,4,4,62,49,47,47,60,47,34,39
372,3.7200,7,5,4,4,62,49,45,45,60,47,33,28
373,3.7300,7,5,4,4,62,49,45,45,60,47,32,33
374,3.7400,7,5,4,4,62,49,45,45,60,47,35,35
375,3.7500,7,5,4,4,62,49,45,45,60,47,36,36
376,3.7600,7,5,4,4,62,49,45,45,60,47,37,37
377,3.7700,7,5,4,4,62,49,46,46,60,47,38,37
378,3.7800,7,5,4,4,62,49,46,46,60,47,38,37
379,3.7900,7,5,4,4,62,49,44,44,60,47,38,38
380,3.8000,7,5,4,4,62,49,46,46,60,46,36,39
381,3.8100,7,5,4,4,62,49,45,45,60,47,36,39
382,3.8200,7,5,4,4,62,49,44,45,60,47,39,38
383,3.8300,7,5,4,4,62,49,43,43,60,47,35,38
384,3.8400,7,5,4,4,62,49,44,44,60,47,37,39
385,3.8500,7,5,4,4,62,49,45,45,60,47,26,39
386,3.8600,7,5,4,4,62,49,45,45,60,47,32,38
387,3.8700,7,5,4,4,62,49,45,45,60,47,33,37
388,3.8800,7,5,4,4,62,49,46,46,60,46,36,36
389,3.8900,7,5,4,4,62,49,44,44,60,46,36,36
390,3.9000,7,5,4,4,62,49,45,45,60,46,37,37
391,3.9100,7,5,4,4,62,49,46,46,60,47,38,38
392,3.9200,7,5,4,4,62,49,45,45,60,47,39,40
393,3.9300,7,5,4,4,62,49,45,45,60,46,38,38
394,3.9400,7,5,4,4,62,49,45,46,60,46,34,37
395,3.9500,7,5,4,4,62,49,45,45,60,46,34,37
396,3.9600,7,5,4,4,62,49,46,46,60,46,27,36
397,3.9700,7,5,4,4,62,49,45,45,60,46,35,35
398,3.9800,7,5,4,4,62,49,45,45,60,46,36,34
399,3.9900,7,5,4,4,62,49,44,44,60,46,37,30
400,4.0000,7,5,4,4,62,49,46,46,60,46,37,37
401,4.0100,7,5,4,4,62,49,44,45,60,46,40,40
402,4.0200,7,5,4,4,62,49,45,45,60,46,35,34
403,4.0300,7,5,4,4,62,49,45,45,60,46,35,34
404,4.0400,7,5,4,4,62,49,45,45,60,47,40,40
405,4.0500,7,5,4,4,62,49,45,45,60,47,39,39
406,4.0600,7,5,4,4,62,49,46,46,60,47,34,38
407,4.0700,7,5,4,4,62,49,45,45,60,47,36,38
408,4.0800,7,5,4,4,62,49,45,45,60,47,35,37
409,4.0900,7,5,4,4,62,49,46,46,60,47,35,37
410,4.1000,7,5,4,4,62,49,46,46,60,47,35,37
411,4.1100,7,5,4,4,62,49,43,43,60,47,36,37
412,4.1200,7,5,4,4,62,49,45,45,60,47,35,37
413,4.1300,7,5,4,4,62,49,45,45,60,47,36,37
414,4.1400,7,5,4,4,62,49,46,46,60,47,32,38
415,4.1500,7,5,4,4,62,49,45,45,60,47,33,34
416,4.1600,7,5,4,4,62,49,46,46,60,47,34,33
417,4.1700,7,5,4,4,62,49,44,45,60,47,38,37
418,4.1800,7,5,4,4,62,48,46,46,60,47,34,37
419,4.1900,7,5,4,4,62,48,46,46,60,47,33,35
420,4.2000,7,5,4,4,62,48,44,44,60,47,28,35
421,4.2100,7,5,4,4,62,48,45,45,60,46,39,39
422,4.2200,7,5,4,4,62,47,46,46,60,46,34,38
423,4.2300,7,5,4,4,62,47,46,46,60,46,34,35
424,4.2400,7,5,4,4,62,47,46,46,60,46,36,35
425,4.2500,7,5,4,4,62,47,46,46,60,46,36,37
426,4.2600,7,5,4,4,62,47,45,45,60,46,35,38
427,4.2700,7,5,4,4,62,47,46,46,60,46,33,36
428,4.2800,7,5,4,4,62,47,45,46,60,47,39,39
429,4.2900,7,5,4,4,62,47,43,43,60,47,34,39
430,4.3000,7,5,4,4,62,48,45,45,60,47,32,37
431,4.3100,7,5,4,4,62,48,45,45,60,47,39,39
432,4.3200,7,5,4,4,62,48,45,45,60,47,34,39
433,4.3300,7,5,4,4,62,48,46,46,60,47,32,37
434,4.3400,7,5,4,4,62,48,46,46,60,47,35,36
435,4.3500,7,5,4,4,62,48,45,45,60,47,35,35
436,4.3600,7,5,4,4,62,49,46,46,60,47,38,38
437,4.3700,7,5,4,4,62,49,45,45,60,47,35,39
438,4.3800,7,5,4,4,62,49,45,45,60,47,33,35
